Date,Close,High,Low,Open,Volume,Ticker
,AAPL,AAPL,AAPL,AAPL,AAPL,
2025-08-12,229.64999389648438,230.8000030517578,227.07000732421875,228.00999450683594,55626200,AAPL
2025-08-13,233.3300018310547,235.0,230.42999267578125,231.07000732421875,69878500,AAPL
2025-08-14,232.77999877929688,235.1199951171875,230.85000610351562,234.05999755859375,51916300,AAPL
2025-08-15,231.58999633789062,234.27999877929688,229.33999633789062,234.0,56038700,AAPL
2025-08-18,230.88999938964844,233.1199951171875,230.11000061035156,231.6999969482422,37476200,AAPL
2025-08-19,230.55999755859375,232.8699951171875,229.35000610351562,231.27999877929688,39402600,AAPL
2025-08-20,226.00999450683594,230.47000122070312,225.77000427246094,229.97999572753906,42263900,AAPL
2025-08-21,224.89999389648438,226.52000427246094,223.77999877929688,226.27000427246094,30621200,AAPL
2025-08-22,227.75999450683594,229.08999633789062,225.41000366210938,226.1699981689453,42477800,AAPL
2025-08-25,227.16000366210938,229.3000030517578,226.22999572753906,226.47999572753906,30983100,AAPL
2025-08-26,229.30999755859375,229.49000549316406,224.69000244140625,226.8699951171875,54575100,AAPL
2025-08-27,230.49000549316406,230.89999389648438,228.25999450683594,228.61000061035156,31259500,AAPL
2025-08-28,232.55999755859375,233.41000366210938,229.33999633789062,230.82000732421875,38074700,AAPL
2025-08-29,232.13999938964844,233.3800048828125,231.3699951171875,232.50999450683594,39418400,AAPL
2025-09-02,229.72000122070312,230.85000610351562,226.97000122070312,229.25,44075600,AAPL
2025-09-03,238.47000122070312,238.85000610351562,234.36000061035156,237.2100067138672,66427800,AAPL
2025-09-04,239.77999877929688,239.89999389648438,236.74000549316406,238.4499969482422,47549400,AAPL
2025-09-05,239.69000244140625,241.32000732421875,238.49000549316406,240.0,54870400,AAPL
2025-09-08,237.8800048828125,240.14999389648438,236.33999633789062,239.3000030517578,48999500,AAPL
2025-09-09,234.35000610351562,238.77999877929688,233.36000061035156,237.0,66313900,AAPL
2025-09-10,226.7899932861328,232.4199981689453,225.9499969482422,232.19000244140625,83440800,AAPL
2025-09-11,230.02999877929688,230.4499969482422,226.64999389648438,226.8800048828125,50208600,AAPL
2025-09-12,234.07000732421875,234.50999450683594,229.02000427246094,229.22000122070312,55824200,AAPL
2025-09-15,236.6999969482422,238.19000244140625,235.02999877929688,237.0,42699500,AAPL
2025-09-16,238.14999389648438,241.22000122070312,236.32000732421875,237.17999267578125,63421100,AAPL
2025-09-17,238.99000549316406,240.10000610351562,237.72999572753906,238.97000122070312,46508000,AAPL
2025-09-18,237.8800048828125,241.1999969482422,236.64999389648438,239.97000122070312,44249600,AAPL
2025-09-19,245.5,246.3000030517578,240.2100067138672,241.22999572753906,163741300,AAPL
2025-09-22,256.0799865722656,256.6400146484375,248.1199951171875,248.3000030517578,105517400,AAPL
2025-09-23,254.42999267578125,257.3399963378906,253.5800018310547,255.8800048828125,60275200,AAPL
2025-09-24,252.30999755859375,255.74000549316406,251.0399932861328,255.22000122070312,42303700,AAPL
2025-09-25,256.8699951171875,257.1700134277344,251.7100067138672,253.2100067138672,55202100,AAPL
2025-09-26,255.4600067138672,257.6000061035156,253.77999877929688,254.10000610351562,46076300,AAPL
2025-09-29,254.42999267578125,255.0,253.00999450683594,254.55999755859375,40127700,AAPL
2025-09-30,254.6300048828125,255.9199981689453,253.11000061035156,254.86000061035156,37704300,AAPL
2025-10-01,255.4499969482422,258.7900085449219,254.92999267578125,255.0399932861328,48713900,AAPL
2025-10-02,257.1300048828125,258.17999267578125,254.14999389648438,256.5799865722656,42630200,AAPL
2025-10-03,258.0199890136719,259.239990234375,253.9499969482422,254.6699981689453,49155600,AAPL
2025-10-06,256.69000244140625,259.07000732421875,255.0500030517578,257.989990234375,44664100,AAPL
2025-10-07,256.4800109863281,257.3999938964844,255.42999267578125,256.80999755859375,31955800,AAPL
2025-10-08,258.05999755859375,258.5199890136719,256.1099853515625,256.5199890136719,36496900,AAPL
2025-10-09,254.0399932861328,258.0,253.13999938964844,257.80999755859375,38322000,AAPL
2025-10-10,245.27000427246094,256.3800048828125,244.0,254.94000244140625,61782400,AAPL
