Ticker,Date,SentimentScore
AAPL,2025-10-05,0.6369
AAPL,2025-10-08,-0.25
AAPL,2025-10-10,0.1457
NVDA,2025-10-10,0.1973
SPY,2025-09-18,-0.2732
SPY,2025-09-20,0.7184
SPY,2025-09-21,0.4404
SPY,2025-09-23,-0.6486
SPY,2025-09-24,0.7579
SPY,2025-09-25,-0.0772
SPY,2025-09-27,0.7351
SPY,2025-09-28,0.2023
SPY,2025-10-02,0.4019
SPY,2025-10-03,0.1779
SPY,2025-10-06,0.5994
SPY,2025-10-08,0.6369
SPY,2025-10-09,0.4019
SPY,2025-10-10,0.1607
TSLA,2025-10-09,0.3818
TSLA,2025-10-10,0.0713
